"biotypes"	"length"	"gc"
"ENSG00000262366"	"pseudogene"	250	56.40
"ENSG00000160307"	"protein_coding"	895	50.96
"ENSG00000262362"	"sense_overlapping"	608	56.25
"ENSG00000263015"	"antisense"	493	54.56
"ENSG00000263017"	"pseudogene"	333	63.66
"ENSG00000114956"	"protein_coding"	785	50.59
"ENSG00000263011"	"sense_overlapping"	302	55.96
"ENSG00000263013"	"sense_intronic"	1159	49.09
"ENSG00000260296"	"sense_overlapping"	1157	32.58
"ENSG00000260293"	"sense_intronic"	504	47.02
"ENSG00000221299"	"miRNA"	89	35.96
"ENSG00000260291"	"pseudogene"	615	50.73
"ENSG00000260290"	"pseudogene"	1399	50.54
"ENSG00000221294"	"miRNA"	81	33.33
"ENSG00000108509"	"protein_coding"	2228	58.86
"ENSG00000163734"	"protein_coding"	1032	51.90
"ENSG00000221297"	"miRNA"	83	69.88
"ENSG00000221290"	"miRNA"	97	58.76
"ENSG00000221291"	"miRNA"	110	37.27
"ENSG00000221292"	"miRNA"	138	31.16
"ENSG00000260298"	"pseudogene"	1081	57.17
"ENSG00000259198"	"lincRNA"	4020	48.68
"ENSG00000259199"	"lincRNA"	364	48.08
"ENSG00000266627"	"misc_RNA"	258	55.81
"ENSG00000266620"	"miRNA"	100	69.00
"ENSG00000266621"	"miRNA"	98	60.20
"ENSG00000266623"	"miRNA"	54	85.19
"ENSG00000259190"	"processed_transcript"	547	50.82
"ENSG00000259191"	"pseudogene"	652	55.83
"ENSG00000259192"	"pseudogene"	781	52.88
"ENSG00000259193"	"pseudogene"	349	52.72
"ENSG00000259194"	"sense_intronic"	174	58.05
"ENSG00000259195"	"pseudogene"	174	54.60
"ENSG00000259196"	"sense_intronic"	347	46.11
"ENSG00000259197"	"protein_coding"	1500	58.13
"ENSG00000148834"	"protein_coding"	823	50.29
"ENSG00000227734"	"antisense"	303	39.27
"ENSG00000227737"	"pseudogene"	918	44.01
"ENSG00000222924"	"snRNA"	104	33.65
"ENSG00000222923"	"snRNA"	178	38.20
"ENSG00000222922"	"rRNA"	112	53.57
"ENSG00000222921"	"rRNA"	118	41.53
"ENSG00000222920"	"rRNA"	106	50.94
"ENSG00000180185"	"protein_coding"	1831	52.19
"ENSG00000218806"	"pseudogene"	562	37.90
"ENSG00000139625"	"protein_coding"	1919	57.73
"ENSG00000227738"	"pseudogene"	901	39.51
"ENSG00000180182"	"protein_coding"	1479	41.28
"ENSG00000139626"	"protein_coding"	1267	59.00
"ENSG00000011566"	"protein_coding"	1437	41.15
"ENSG00000203520"	"antisense"	573	41.54
"ENSG00000253977"	"pseudogene"	247	34.01
"ENSG00000165006"	"protein_coding"	2697	49.99
"ENSG00000185640"	"protein_coding"	1457	58.02
"ENSG00000185641"	"pseudogene"	374	47.59
"ENSG00000245711"	"antisense"	720	38.33
"ENSG00000245719"	"lincRNA"	1986	57.30
"ENSG00000101307"	"protein_coding"	1192	52.48
"ENSG00000101306"	"protein_coding"	2454	59.79
"ENSG00000242841"	"pseudogene"	1338	58.30
"ENSG00000180233"	"protein_coding"	1211	49.82
"ENSG00000180230"	"pseudogene"	624	43.43
"ENSG00000242848"	"pseudogene"	485	45.98
"ENSG00000162385"	"protein_coding"	672	41.57
"ENSG00000167780"	"protein_coding"	1470	59.38
"ENSG00000162383"	"protein_coding"	2091	58.58
"ENSG00000126934"	"protein_coding"	1430	63.82
"ENSG00000186174"	"protein_coding"	2612	64.47
"ENSG00000265714"	"miRNA"	67	58.21
"ENSG00000090612"	"protein_coding"	2468	45.86
"ENSG00000183520"	"protein_coding"	1222	42.34
"ENSG00000183527"	"protein_coding"	1010	43.72
"ENSG00000090615"	"protein_coding"	4052	58.26
"ENSG00000227199"	"antisense"	1889	58.55
"ENSG00000227198"	"antisense"	673	57.06
"ENSG00000014138"	"protein_coding"	1614	51.59
"ENSG00000227191"	"TR_C_gene"	1013	41.76
"ENSG00000250013"	"pseudogene"	656	49.24
"ENSG00000227193"	"lincRNA"	579	53.12
"ENSG00000250011"	"pseudogene"	616	40.42
"ENSG00000227195"	"lincRNA"	1171	39.88
"ENSG00000250017"	"pseudogene"	2023	38.06
"ENSG00000227197"	"antisense"	799	39.30
"ENSG00000222041"	"lincRNA"	630	50.08
"ENSG00000116833"	"protein_coding"	2295	47.11
"ENSG00000116830"	"protein_coding"	1518	45.65
"ENSG00000222042"	"lincRNA"	763	45.74
"ENSG00000128487"	"protein_coding"	1659	52.63
"ENSG00000254315"	"antisense"	491	37.47
"ENSG00000255752"	"pseudogene"	75	44.00
"ENSG00000255753"	"pseudogene"	586	58.53
"ENSG00000255750"	"antisense"	561	48.84
"ENSG00000077009"	"protein_coding"	1124	63.43
"ENSG00000006704"	"protein_coding"	2746	57.01
"ENSG00000254314"	"antisense"	635	49.29
"ENSG00000166377"	"protein_coding"	2726	49.59
"ENSG00000184991"	"lincRNA"	659	47.04
"ENSG00000184990"	"protein_coding"	1159	63.38
"ENSG00000211968"	"IG_V_gene"	412	55.58
"ENSG00000184995"	"protein_coding"	1472	35.53
"ENSG00000211965"	"IG_V_gene"	437	51.72
"ENSG00000167874"	"protein_coding"	692	62.31
"ENSG00000211967"	"IG_V_gene"	569	55.54
"ENSG00000211966"	"IG_V_gene"	410	58.29
"ENSG00000211961"	"IG_V_gene"	409	54.52
"ENSG00000155100"	"protein_coding"	1972	37.24
"ENSG00000211962"	"IG_V_gene"	655	51.45
"ENSG00000001084"	"protein_coding"	1440	45.46
"ENSG00000197301"	"protein_coding"	1814	45.05
"ENSG00000217495"	"pseudogene"	785	44.33
"ENSG00000107623"	"protein_coding"	2269	59.19
"ENSG00000239005"	"snoRNA"	127	64.57
"ENSG00000107625"	"protein_coding"	977	41.90
"ENSG00000164068"	"protein_coding"	2133	60.00
"ENSG00000239685"	"processed_transcript"	964	46.37
"ENSG00000133321"	"protein_coding"	707	53.40
"ENSG00000164066"	"protein_coding"	1761	41.97
"ENSG00000164061"	"protein_coding"	8408	60.38
"ENSG00000164062"	"protein_coding"	1094	58.79
"ENSG00000242150"	"pseudogene"	495	52.93
"ENSG00000242151"	"pseudogene"	270	43.70
"ENSG00000182698"	"protein_coding"	762	54.55
"ENSG00000242153"	"pseudogene"	2112	39.32
"ENSG00000242154"	"antisense"	546	37.36
"ENSG00000242156"	"pseudogene"	175	47.43
"ENSG00000242157"	"pseudogene"	341	52.49
"ENSG00000242158"	"misc_RNA"	296	54.73
"ENSG00000242159"	"pseudogene"	1867	49.76
"ENSG00000100167"	"protein_coding"	1967	52.80
"ENSG00000161654"	"protein_coding"	2308	45.49
"ENSG00000256315"	"lincRNA"	541	38.34
"ENSG00000256314"	"antisense"	482	40.87
"ENSG00000256312"	"lincRNA"	391	60.36
"ENSG00000256311"	"antisense"	501	46.31
"ENSG00000161652"	"protein_coding"	698	54.62
"ENSG00000243404"	"pseudogene"	324	45.37
"ENSG00000243406"	"pseudogene"	920	44.89
"ENSG00000243403"	"pseudogene"	348	52.59
"ENSG00000230442"	"antisense"	547	43.06
"ENSG00000125772"	"protein_coding"	2985	39.20
"ENSG00000130816"	"protein_coding"	5370	55.23
"ENSG00000125775"	"protein_coding"	1301	56.88
"ENSG00000203513"	"pseudogene"	246	56.91
"ENSG00000203512"	"pseudogene"	240	56.67
"ENSG00000203511"	"pseudogene"	237	49.37
"ENSG00000251830"	"snoRNA"	102	50.00
"ENSG00000251837"	"misc_RNA"	97	38.14
"ENSG00000251836"	"snoRNA"	212	41.51
"ENSG00000251835"	"snRNA"	76	42.11
"ENSG00000251834"	"snRNA"	108	32.41
"ENSG00000176354"	"pseudogene"	2383	53.63
"ENSG00000251839"	"snRNA"	62	41.94
"ENSG00000203518"	"pseudogene"	225	51.11
"ENSG00000246876"	"lincRNA"	1308	41.13
"ENSG00000230444"	"pseudogene"	736	38.72
"ENSG00000243944"	"processed_transcript"	483	46.63
"ENSG00000251015"	"lincRNA"	701	61.34
"ENSG00000224260"	"antisense"	753	49.97
"ENSG00000106571"	"protein_coding"	2569	52.41
"ENSG00000252568"	"snRNA"	62	40.32
"ENSG00000252569"	"snRNA"	105	37.14
"ENSG00000224261"	"pseudogene"	888	51.01
"ENSG00000216723"	"pseudogene"	555	47.21
"ENSG00000216721"	"pseudogene"	251	45.02
"ENSG00000252560"	"snRNA"	149	41.61
"ENSG00000252561"	"snRNA"	129	49.61
"ENSG00000155816"	"protein_coding"	1962	43.69
"ENSG00000252563"	"rRNA"	92	53.26
"ENSG00000252564"	"rRNA"	117	47.86
"ENSG00000252565"	"snoRNA"	65	35.38
"ENSG00000252566"	"snoRNA"	73	38.36
"ENSG00000092445"	"protein_coding"	1590	58.17
"ENSG00000226552"	"pseudogene"	1641	41.13
"ENSG00000248986"	"lincRNA"	685	55.47
"ENSG00000239163"	"miRNA"	82	52.44
"ENSG00000199476"	"misc_RNA"	108	43.52
"ENSG00000199477"	"snoRNA"	130	43.08
"ENSG00000199474"	"snoRNA"	124	38.71
"ENSG00000199475"	"misc_RNA"	328	45.43
"ENSG00000199472"	"misc_RNA"	112	39.29
"ENSG00000199473"	"snoRNA"	126	34.92
"ENSG00000199470"	"snoRNA"	132	48.48
"ENSG00000199471"	"misc_RNA"	101	43.56
"ENSG00000149476"	"protein_coding"	874	60.07
"ENSG00000251017"	"pseudogene"	678	37.61
"ENSG00000170423"	"protein_coding"	1163	56.80
"ENSG00000253917"	"pseudogene"	703	51.95
"ENSG00000237259"	"antisense"	258	53.88
"ENSG00000224269"	"antisense"	339	71.68
"ENSG00000237253"	"lincRNA"	365	49.32
"ENSG00000158435"	"protein_coding"	1241	44.54
"ENSG00000237251"	"pseudogene"	771	38.78
"ENSG00000237250"	"processed_transcript"	3127	48.51
"ENSG00000237257"	"pseudogene"	1025	36.59
"ENSG00000237256"	"pseudogene"	427	53.16
"ENSG00000237254"	"TR_V_gene"	447	57.49
"ENSG00000124429"	"protein_coding"	3148	38.81
"ENSG00000240175"	"antisense"	591	42.47
"ENSG00000247381"	"antisense"	1992	52.91
"ENSG00000124422"	"protein_coding"	1527	54.21
"ENSG00000240178"	"antisense"	675	33.19
"ENSG00000240179"	"pseudogene"	453	40.18
"ENSG00000238015"	"pseudogene"	428	42.76
"ENSG00000181847"	"protein_coding"	1684	50.63
"ENSG00000250677"	"pseudogene"	142	47.89
"ENSG00000166965"	"protein_coding"	1659	59.70
"ENSG00000166963"	"protein_coding"	10364	55.24
"ENSG00000166960"	"protein_coding"	1972	38.05
"ENSG00000166961"	"protein_coding"	1570	58.07
"ENSG00000178631"	"pseudogene"	1129	54.38
"ENSG00000251011"	"antisense"	1566	40.40
"ENSG00000169129"	"protein_coding"	2177	54.89
"ENSG00000244879"	"lincRNA"	1046	44.12
"ENSG00000169126"	"protein_coding"	1659	41.89
"ENSG00000169122"	"protein_coding"	1020	51.68
"ENSG00000239160"	"miRNA"	67	53.73
"ENSG00000081842"	"protein_coding"	3802	50.55
"ENSG00000163249"	"protein_coding"	1594	44.67
"ENSG00000254219"	"processed_transcript"	436	38.39
"ENSG00000257868"	"pseudogene"	250	42.40
"ENSG00000257869"	"lincRNA"	508	55.51
"ENSG00000257863"	"lincRNA"	1011	37.98
"ENSG00000257860"	"protein_coding"	556	37.80
"ENSG00000257864"	"pseudogene"	573	51.13
"ENSG00000257865"	"pseudogene"	311	47.27
"ENSG00000255037"	"pseudogene"	258	58.91
"ENSG00000255036"	"processed_transcript"	5912	51.35
"ENSG00000207515"	"snRNA"	106	34.91
"ENSG00000207514"	"snRNA"	57	42.11
"ENSG00000207513"	"snRNA"	164	54.27
"ENSG00000207512"	"misc_RNA"	102	42.16
"ENSG00000207511"	"snRNA"	107	45.79
"ENSG00000255030"	"pseudogene"	910	41.32
"ENSG00000112183"	"protein_coding"	1451	47.37
"ENSG00000127863"	"protein_coding"	2218	49.43
"ENSG00000255039"	"lincRNA"	734	37.74
"ENSG00000207518"	"snRNA"	107	39.25
"ENSG00000200152"	"snRNA"	104	43.27
"ENSG00000200153"	"snRNA"	107	43.93
"ENSG00000200150"	"snoRNA"	73	35.62
"ENSG00000200151"	"misc_RNA"	277	54.87
"ENSG00000200156"	"snRNA"	116	39.66
"ENSG00000200154"	"snoRNA"	86	44.19
"ENSG00000201201"	"misc_RNA"	330	50.91
"ENSG00000004399"	"protein_coding"	1577	59.65
"ENSG00000201204"	"misc_RNA"	103	39.81
"ENSG00000201207"	"misc_RNA"	114	42.98
"ENSG00000201209"	"snoRNA"	68	30.88
"ENSG00000201208"	"misc_RNA"	97	42.27
"ENSG00000251012"	"protein_coding"	246	45.93
"ENSG00000017621"	"protein_coding"	1317	64.50
"ENSG00000261026"	"sense_overlapping"	4997	49.75
"ENSG00000197530"	"protein_coding"	2003	68.37
"ENSG00000256546"	"lincRNA"	691	53.66
"ENSG00000231801"	"pseudogene"	545	44.59
"ENSG00000239164"	"snRNA"	54	31.48
"ENSG00000136478"	"protein_coding"	2681	49.91
"ENSG00000212747"	"protein_coding"	2017	51.26
"ENSG00000137700"	"processed_transcript"	1940	56.69
"ENSG00000179997"	"pseudogene"	350	42.44
"ENSG00000179994"	"pseudogene"	971	56.07
"ENSG00000137709"	"protein_coding"	1576	52.68
"ENSG00000128683"	"protein_coding"	1349	52.52
"ENSG00000244128"	"lincRNA"	702	46.92
"ENSG00000166035"	"protein_coding"	1667	51.45
"ENSG00000244125"	"processed_transcript"	416	49.76
"ENSG00000244124"	"antisense"	376	36.70
"ENSG00000244122"	"protein_coding"	2296	45.66
"ENSG00000166033"	"protein_coding"	1667	54.30
"ENSG00000122068"	"protein_coding"	1341	44.03
"ENSG00000183979"	"protein_coding"	1429	70.58
"ENSG00000245832"	"lincRNA"	833	44.68
"ENSG00000117713"	"protein_coding"	3758	54.95
"ENSG00000173320"	"protein_coding"	2832	50.70
"ENSG00000230683"	"pseudogene"	383	58.22
"ENSG00000254338"	"antisense"	417	52.76
"ENSG00000230015"	"lincRNA"	446	38.12
"ENSG00000173327"	"protein_coding"	1832	62.77
"ENSG00000136834"	"protein_coding"	1016	49.61
"ENSG00000254070"	"pseudogene"	88	43.18
"ENSG00000254333"	"lincRNA"	368	51.90
"ENSG00000204352"	"protein_coding"	1154	59.45
"ENSG00000254073"	"IG_V_pseudogene"	151	55.63
"ENSG00000254075"	"IG_V_pseudogene"	341	56.30
"ENSG00000204356"	"protein_coding"	1118	56.30
"ENSG00000254077"	"IG_V_pseudogene"	271	50.18
"ENSG00000254079"	"pseudogene"	453	44.59
"ENSG00000059145"	"protein_coding"	1700	61.60
"ENSG00000254331"	"pseudogene"	235	45.96
"ENSG00000251348"	"pseudogene"	1702	40.36
"ENSG00000254330"	"sense_intronic"	769	41.74
"ENSG00000206262"	"protein_coding"	2075	58.13
"ENSG00000254337"	"lincRNA"	515	47.77
"ENSG00000206260"	"protein_coding"	2307	51.32
"ENSG00000204818"	"pseudogene"	1381	48.82
"ENSG00000254336"	"pseudogene"	306	42.16
"ENSG00000260457"	"lincRNA"	613	36.70
"ENSG00000122687"	"protein_coding"	1628	51.44
"ENSG00000121022"	"protein_coding"	1505	46.22
"ENSG00000254334"	"lincRNA"	1120	46.18
"ENSG00000049319"	"lincRNA"	3509	44.59
"ENSG00000243339"	"misc_RNA"	296	51.69
"ENSG00000242255"	"pseudogene"	156	40.38
"ENSG00000204814"	"protein_coding"	861	46.42
"ENSG00000110723"	"protein_coding"	6065	42.18
"ENSG00000136839"	"protein_coding"	957	43.89
"ENSG00000248396"	"pseudogene"	336	50.89
"ENSG00000203260"	"pseudogene"	790	45.57
"ENSG00000158497"	"protein_coding"	384	50.00
"ENSG00000232379"	"pseudogene"	386	37.82
"ENSG00000232378"	"pseudogene"	472	52.97
"ENSG00000232373"	"pseudogene"	1132	38.78
"ENSG00000232372"	"pseudogene"	360	41.67
"ENSG00000232370"	"pseudogene"	699	46.49
"ENSG00000232377"	"antisense"	1046	56.79
"ENSG00000232375"	"pseudogene"	331	49.55
"ENSG00000232374"	"pseudogene"	868	54.72
"ENSG00000234238"	"lincRNA"	696	45.83
"ENSG00000234239"	"pseudogene"	475	51.79
"ENSG00000086205"	"protein_coding"	1452	43.47
"ENSG00000159723"	"protein_coding"	764	61.13
"ENSG00000159720"	"protein_coding"	1205	56.80
"ENSG00000252929"	"snRNA"	105	40.95
"ENSG00000234230"	"antisense"	417	43.88
"ENSG00000130164"	"protein_coding"	2035	56.30
"ENSG00000130167"	"protein_coding"	1033	51.59
"ENSG00000234233"	"sense_intronic"	626	48.88
"ENSG00000120685"	"protein_coding"	1925	43.12
"ENSG00000234235"	"antisense"	643	52.26
"ENSG00000234236"	"antisense"	539	53.80
"ENSG00000120686"	"protein_coding"	1317	37.53
"ENSG00000206906"	"snRNA"	107	40.19
"ENSG00000143093"	"protein_coding"	1508	52.73
"ENSG00000253418"	"pseudogene"	779	49.29
"ENSG00000253417"	"lincRNA"	2234	50.78
"ENSG00000253416"	"lincRNA"	651	38.40
"ENSG00000253415"	"pseudogene"	1069	50.42
"ENSG00000266241"	"miRNA"	100	48.00
"ENSG00000253413"	"pseudogene"	217	37.33
"ENSG00000253412"	"IG_V_pseudogene"	291	40.21
"ENSG00000206902"	"misc_RNA"	112	44.64
"ENSG00000240922"	"antisense"	553	46.29
"ENSG00000240927"	"misc_RNA"	275	51.64
"ENSG00000257529"	"protein_coding"	567	49.03
"ENSG00000257528"	"pseudogene"	1455	56.08
"ENSG00000257527"	"lincRNA"	543	46.78
"ENSG00000081237"	"protein_coding"	2066	41.02
"ENSG00000240929"	"pseudogene"	381	61.68
"ENSG00000257524"	"processed_transcript"	767	59.82
"ENSG00000257523"	"lincRNA"	540	41.85
"ENSG00000121089"	"pseudogene"	648	45.22
"ENSG00000258398"	"antisense"	1893	40.04
"ENSG00000257520"	"processed_transcript"	1116	39.16
"ENSG00000111432"	"protein_coding"	3281	58.39
"ENSG00000171501"	"protein_coding"	1103	48.14
"ENSG00000171502"	"protein_coding"	3804	47.99
"ENSG00000171503"	"protein_coding"	1188	47.23
"ENSG00000171505"	"protein_coding"	936	50.32
"ENSG00000175087"	"protein_coding"	2561	43.10
"ENSG00000171509"	"protein_coding"	2212	39.07
"ENSG00000172985"	"protein_coding"	2706	61.10
"ENSG00000249045"	"pseudogene"	329	35.26
"ENSG00000232999"	"pseudogene"	193	45.08
"ENSG00000232998"	"antisense"	519	62.81
"ENSG00000232995"	"processed_transcript"	691	44.23
"ENSG00000232994"	"pseudogene"	741	45.07
"ENSG00000232993"	"processed_transcript"	467	56.10
"ENSG00000232992"	"pseudogene"	1315	56.20
"ENSG00000232991"	"lincRNA"	558	43.86
"ENSG00000232990"	"pseudogene"	681	39.21
"ENSG00000196924"	"protein_coding"	3181	61.90
"ENSG00000025800"	"protein_coding"	2900	49.11
"ENSG00000037637"	"protein_coding"	2805	48.88
"ENSG00000112799"	"protein_coding"	1045	49.16
"ENSG00000175868"	"protein_coding"	1808	46.71
"ENSG00000174930"	"pseudogene"	1420	43.95
"ENSG00000042781"	"protein_coding"	9080	40.78
"ENSG00000174938"	"protein_coding"	1997	63.01
"ENSG00000174939"	"protein_coding"	1331	64.40
"ENSG00000198466"	"protein_coding"	2916	49.80
"ENSG00000198467"	"protein_coding"	1364	59.51
"ENSG00000198464"	"protein_coding"	2326	38.08
"ENSG00000207811"	"miRNA"	84	46.43
"ENSG00000144908"	"protein_coding"	1960	56.93
"ENSG00000144909"	"protein_coding"	4191	39.99
"ENSG00000198468"	"lincRNA"	1352	49.15
"ENSG00000230262"	"lincRNA"	1287	41.03
"ENSG00000230261"	"pseudogene"	939	45.90
"ENSG00000230260"	"antisense"	548	41.79
"ENSG00000230267"	"pseudogene"	1372	49.95
"ENSG00000230266"	"antisense"	603	49.90
"ENSG00000230265"	"pseudogene"	656	66.77
"ENSG00000136869"	"protein_coding"	3008	42.42
"ENSG00000136866"	"protein_coding"	3562	38.99
"ENSG00000136867"	"protein_coding"	1435	48.29
"ENSG00000215097"	"pseudogene"	1760	67.44
"ENSG00000230268"	"pseudogene"	585	48.72
"ENSG00000253043"	"snRNA"	74	36.49
"ENSG00000215093"	"pseudogene"	1096	46.81
"ENSG00000136861"	"protein_coding"	2857	49.69
"ENSG00000254485"	"processed_transcript"	537	48.38
"ENSG00000188223"	"protein_coding"	897	59.75
"ENSG00000175352"	"protein_coding"	1290	49.67
"ENSG00000188227"	"protein_coding"	4187	42.51
"ENSG00000254484"	"sense_intronic"	422	50.47
"ENSG00000188229"	"protein_coding"	1637	59.44
"ENSG00000078295"	"protein_coding"	2701	50.06
"ENSG00000099219"	"protein_coding"	3113	45.78
"ENSG00000254551"	"antisense"	766	45.04
"ENSG00000215262"	"protein_coding"	1869	42.19
"ENSG00000105248"	"protein_coding"	1419	60.75
"ENSG00000254550"	"protein_coding"	492	63.01
"ENSG00000105245"	"protein_coding"	2746	62.48
"ENSG00000105246"	"protein_coding"	1128	60.11
"ENSG00000254734"	"processed_transcript"	576	46.88
"ENSG00000131242"	"protein_coding"	1856	60.53
"ENSG00000221900"	"protein_coding"	1283	63.99
"ENSG00000177628"	"protein_coding"	1174	55.23
"ENSG00000177627"	"protein_coding"	680	48.89
"ENSG00000219159"	"protein_coding"	3398	55.92
"ENSG00000177000"	"protein_coding"	3424	57.11
"ENSG00000221909"	"protein_coding"	2211	39.60
"ENSG00000151881"	"protein_coding"	1655	36.22
"ENSG00000259685"	"lincRNA"	352	56.82
"ENSG00000133612"	"protein_coding"	1132	61.73
"ENSG00000172057"	"protein_coding"	1114	55.15
"ENSG00000249998"	"lincRNA"	451	45.01
"ENSG00000259687"	"lincRNA"	437	60.92
"ENSG00000172053"	"protein_coding"	970	54.79
"ENSG00000249990"	"pseudogene"	426	37.32
"ENSG00000249993"	"antisense"	894	45.86
"ENSG00000249992"	"protein_coding"	1813	66.85
"ENSG00000147761"	"lincRNA"	1062	49.18
"ENSG00000249994"	"lincRNA"	686	38.48
"ENSG00000172059"	"protein_coding"	2295	51.82
"ENSG00000249996"	"antisense"	561	62.92
"ENSG00000216116"	"miRNA"	93	44.09
"ENSG00000146414"	"protein_coding"	4933	40.25
"ENSG00000146416"	"protein_coding"	850	48.05
"ENSG00000146410"	"protein_coding"	1035	40.69
"ENSG00000146411"	"protein_coding"	4468	40.78
"ENSG00000254555"	"pseudogene"	285	44.56
"ENSG00000115844"	"protein_coding"	2152	62.33
"ENSG00000145692"	"protein_coding"	1057	47.87
"ENSG00000115841"	"protein_coding"	1366	36.89
"ENSG00000115840"	"protein_coding"	1279	44.52
"ENSG00000069812"	"protein_coding"	1339	61.53
"ENSG00000175619"	"protein_coding"	971	46.65
"ENSG00000214050"	"protein_coding"	920	46.47
"ENSG00000214051"	"pseudogene"	509	45.38
"ENSG00000259144"	"pseudogene"	2113	47.94
"ENSG00000254554"	"antisense"	803	60.27
"ENSG00000112312"	"protein_coding"	832	41.57
"ENSG00000249662"	"lincRNA"	555	42.05
"ENSG00000258007"	"antisense"	557	42.91
"ENSG00000265158"	"pseudogene"	2076	52.61
"ENSG00000258001"	"lincRNA"	548	49.82
"ENSG00000249666"	"pseudogene"	596	56.54
"ENSG00000249664"	"lincRNA"	825	29.58
"ENSG00000226301"	"pseudogene"	734	44.14
"ENSG00000249669"	"lincRNA"	947	58.22
"ENSG00000249668"	"pseudogene"	550	59.27
"ENSG00000233103"	"lincRNA"	478	43.10
"ENSG00000173011"	"protein_coding"	1860	57.80
"ENSG00000233101"	"protein_coding"	513	55.91
"ENSG00000173013"	"protein_coding"	2150	57.95
"ENSG00000233107"	"pseudogene"	1309	38.04
"ENSG00000233106"	"pseudogene"	396	48.99
"ENSG00000233105"	"pseudogene"	364	50.00
"ENSG00000233104"	"sense_intronic"	591	40.10
"ENSG00000202008"	"misc_RNA"	92	36.96
"ENSG00000233108"	"antisense"	568	48.77
"ENSG00000231702"	"pseudogene"	156	44.23
"ENSG00000234293"	"sense_intronic"	406	43.84
"ENSG00000265151"	"miRNA"	92	54.35
"ENSG00000265157"	"miRNA"	50	54.00
"ENSG00000258154"	"pseudogene"	175	77.71
"ENSG00000054116"	"protein_coding"	1032	53.87
"ENSG00000147432"	"protein_coding"	1120	46.49
"ENSG00000112249"	"protein_coding"	2971	40.27
"ENSG00000139910"	"protein_coding"	1715	41.68
"ENSG00000054118"	"protein_coding"	2172	47.48
"ENSG00000139915"	"protein_coding"	2458	40.64
"ENSG00000139914"	"protein_coding"	997	61.49
"ENSG00000229829"	"pseudogene"	475	47.79
"ENSG00000229828"	"pseudogene"	2569	50.18
"ENSG00000217653"	"pseudogene"	755	57.35
"ENSG00000021574"	"protein_coding"	5116	39.20
"ENSG00000229822"	"pseudogene"	384	41.41
"ENSG00000229821"	"antisense"	771	54.99
"ENSG00000229820"	"pseudogene"	414	44.69
"ENSG00000229827"	"pseudogene"	376	38.83
"ENSG00000229826"	"pseudogene"	205	43.90
"ENSG00000229825"	"pseudogene"	459	63.40
"ENSG00000229824"	"pseudogene"	479	45.30
"ENSG00000213724"	"pseudogene"	1191	53.23
"ENSG00000213727"	"pseudogene"	1177	53.44
"ENSG00000213726"	"pseudogene"	795	60.75
"ENSG00000213721"	"pseudogene"	256	50.39
"ENSG00000213722"	"protein_coding"	1183	61.29
"ENSG00000148672"	"protein_coding"	1477	44.03
"ENSG00000222764"	"misc_RNA"	272	46.69
"ENSG00000222767"	"misc_RNA"	95	44.21
"ENSG00000148671"	"protein_coding"	573	62.74
"ENSG00000213729"	"pseudogene"	440	51.14
"ENSG00000148677"	"protein_coding"	1979	43.25
"ENSG00000222762"	"misc_RNA"	314	50.64
"ENSG00000100368"	"protein_coding"	3271	60.16
"ENSG00000233499"	"pseudogene"	928	43.97
"ENSG00000144120"	"protein_coding"	1227	54.78
"ENSG00000236466"	"antisense"	622	40.84
"ENSG00000100360"	"protein_coding"	1167	54.01
"ENSG00000100362"	"protein_coding"	525	51.68
"ENSG00000100364"	"protein_coding"	1461	60.10
"ENSG00000100365"	"protein_coding"	1184	58.46
"ENSG00000173585"	"protein_coding"	1618	50.47
"ENSG00000136718"	"protein_coding"	946	59.61
"ENSG00000019549"	"protein_coding"	2146	43.10
"ENSG00000164054"	"protein_coding"	1321	60.00
"ENSG00000149735"	"protein_coding"	598	58.51
"ENSG00000238217"	"lincRNA"	1058	43.03
"ENSG00000152359"	"protein_coding"	1050	41.19
"ENSG00000238212"	"lincRNA"	953	47.74
"ENSG00000238213"	"pseudogene"	1231	45.82
"ENSG00000238210"	"lincRNA"	474	43.18
"ENSG00000238211"	"pseudogene"	187	64.17
"ENSG00000235620"	"lincRNA"	360	46.94
"ENSG00000235621"	"lincRNA"	1643	49.34
"ENSG00000235623"	"pseudogene"	640	51.72
"ENSG00000235624"	"pseudogene"	346	51.73
"ENSG00000235625"	"lincRNA"	342	47.08
"ENSG00000235626"	"pseudogene"	1269	55.00
"ENSG00000203756"	"protein_coding"	556	39.61
"ENSG00000235628"	"sense_intronic"	630	47.30
"ENSG00000203758"	"pseudogene"	947	46.57
"ENSG00000221962"	"protein_coding"	1296	40.43
"ENSG00000116761"	"protein_coding"	1283	44.66
"ENSG00000182902"	"protein_coding"	1438	54.67
"ENSG00000182903"	"protein_coding"	1848	42.67
"ENSG00000233492"	"lincRNA"	449	46.33
"ENSG00000182909"	"protein_coding"	1914	67.29
"ENSG00000215269"	"protein_coding"	527	51.04
"ENSG00000067182"	"protein_coding"	1050	55.47
"ENSG00000236468"	"pseudogene"	1335	45.17
"ENSG00000113196"	"protein_coding"	1738	57.36
"ENSG00000113194"	"protein_coding"	1260	45.96
"ENSG00000164056"	"protein_coding"	1321	50.38
"ENSG00000110429"	"protein_coding"	2275	41.56
"ENSG00000134571"	"protein_coding"	3855	60.97
"ENSG00000110422"	"protein_coding"	3973	43.70
"ENSG00000110427"	"protein_coding"	7579	50.16
